X,Y
330,213
329,213
303,205
294,209
327,218
345,214
327,216
310,220
309,209
333,210
346,204
336,199
304,199
306,197
327,204
357,203
333,205
296,209
300,205
316,208
327,191
338,190
352,220
332,221
